id,artist,title,year,medium,dimensions,object_id,file_name
10634,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0034.JPG
10635,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0033.JPG
10636,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0032.JPG
10637,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0031.JPG
10638,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0030.JPG
10639,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0029.JPG
10640,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,2010_67_front.jpg
10641,"Arnold, Brian","Short Stories",2002-2004,"Gelatin silver print","overall (box): 5 1/2 in x 7 3/4 in x 2 5/8 in",2010:66.1-50,2010_66.jpg
10642,"Kahn & Selesnick","Symbiosis 2","2010; printed 2011","Inkjet print","image: 10 in x 10 in; paper: 13 in x 13 in",2011:13,2011_13.jpg
10643,"Horton, Kristan","Dr. Strangelove Dr. Strangelove",2003-2006,"Inkjet print","image: 5 1/2 in x 15 in; paper: 8 1/2 in x 19 in",2011:15,2011_15.jpg
10644,"Ulrich, Brian","Marshall Field's","2009; printed 2011","Inkjet print","image: 11 in x 14 in; paper: 13 in x 19 in",2011:16,2011_16.jpg
10645,"Deutsch, Todd",Windows,2006,"Chromogenic development print","frame: 22 in x 26 in x 3/4 in; image: 10 1/2 in x 16 in",2011:17,2011_17.jpg
10646,"Shen, Wei","Yemi, from the Almost Naked portfolio",2007,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.1,2010_53_1.jpg
10647,"Shen, Wei","Joey, from the Almost Naked portfolio",2005,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.2,2010_53_2.jpg
10648,"Shen, Wei","Shawn, from the Almost Naked portfolio",2006,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.3,2010_53_3.jpg
10649,"Shen, Wei","Fiona, from the Almost Naked portfolio",2006,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.4,2010_53_4.jpg
10650,"Shen, Wei","Steve, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.5,2010_53_5.jpg
10651,"Shen, Wei","James, from the Almost Naked portfolio",2007,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.6,2010_53_6.jpg
10652,"Shen, Wei","Jan, from the Almost Naked portfolio",2005,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.7,2010_53_7.jpg
10653,"Shen, Wei","Lindsay, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.8,2010_53_8.jpg
10654,"Shen, Wei","Jackie, from the Almost Naked portfolio",2005,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.9,2010_53_9.jpg
10655,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph","image: 7 in x 10 1/4 in; paper: 9 9/16 in x 12 3/4 in",2010:55.2,2010_55_2.jpg
10656,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.3,2010_55_3.jpg
10657,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.4,2010_55_4.jpg
10658,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.5,2010_55_5.jpg
10659,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.6,2010_55_6.jpg
10660,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.7,2010_55_7.jpg
10661,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.8,2010_55_8.jpg
10662,"Contro, Antonia (sound design Lou Mallozzi)",Sentinels,2002,CD-ROM,"disc case1: 5 in x 5 5/8 in; disc case2 (dupe): 25 in x 5 5/8 in","2003:16.h (sound)",2003_16.a-g.jpg
10663,"Porter, Merle","Davis Dam, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:2,S2010_2.jpg
10664,"Porter, Merle","Plank Road--Highway 80, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:3,S2010_3.jpg
10665,"Porter, Merle","California Coast Line, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:4,S2010_4.jpg
10666,"Fink, Larry","New York City, Stephanetti","February 1974; printed 1983","Gelatin silver print","image: 14 in x 13 7/8 in; paper/board: 20 in x 16 in",2011:384,2011_384.jpg
10667,"Fink, Larry","Oslin Family, Martins Creek, PA","April 1977; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2012:56,2012_56.jpg
10668,"Fink, Larry","Benefit, The Museum of Modern Art, New York City","June 1977; printed 1983","Gelatin silver print","image: 14 in x 13 7/8 in; paper/board: 20 in x 16 in",2011:385,2011_385.jpg
10669,"Fink, Larry","Pat Sabatine's Eighth Birthday Party","April 1977; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2012:55,2012_55.jpg
10670,"Klute, Jeannette","Untitled (rock formation with algae)","c. 1950","Dye transfer print","image: 10 1/2 in x 13 1/8 in; mat: 20 in x 16 in; paper: 10 3/4 in x 13 1/4 in",2010:121,2010_121.jpg
10671,"Klute, Jeannette","Seaweed in Motion","c. 1950","Dye transfer print","image/paper: 15 5/8 in x 11 in; mat: 20 in x 16 in",2010:122,2010_122.jpg
10672,"Fink, Larry","New York City, Stephanetti","February 1974; printed 1983","Gelatin silver print","image: 13 7/16 in x 14 in; paper/board: 20 in x 16 in",2010:129,2010_129.jpg
10673,"Fink, Larry","New York City","February 1974; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2010:130,2010_130.jpg
10674,"Fink, Larry","Graduation, Bangor High School, PA","June 1977; printed 1983","Gelatin silver print","image: 12 in x 17 7/8 in; paper/board: 16 in x 20 in",2010:131,2010_131.jpg
10675,"Fink, Larry","Hungarian Debutante Ball, Hotel Pierre, NYC","February 1977; printed 1983","Gelatin silver print","image: 13 5/8 in x 13 7/8 in; paper/board: 20 in x 16 in",2010:132,2010_132.jpg
10676,"Fink, Larry","Russian Ball, NYC","February 1978; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2010:133,2010_133.jpg
10677,"Fink, Larry","Pat Sabatine's Eighth Birthday Party","April 1977; printed 1983","Gelatin silver print","image: 13 3/4 in x 14 1/8 in; paper/board: 20 in x 16 in",2010:134,2010_134.jpg
10678,"Disfarmer, Michael","Untitled (man with hat pushed back, diamond border)","c. 1940","Gelatin silver print","image: 3 3/8 in x 2 1/2 in; mat: 11 in x 8 1/2 in; paper: 3 3/4 in x 2 3/4 in",2011:383,2011_383.jpg
10679,"Pinkel, Sheila","Untitled, from the "Site Unseen: Light Works"" series"",1981,"Inkjet; Xeroradiograph print","6 x 9 inches image",S2006:1,S2006_1.jpg
10680,"Perez, Antonio","Pro Immigration and Anti-HR 3347 Bill Rally of 100,000 People, March 10, 2006",2006,"Inkjet print","image: 17 in x 11 1/4 in; mat: 24 in x 20 in; paper: 19 in x 13 1/4 in",2011:36,2011_36.jpg
10681,"Lę, An-My","29 Palms: Bivouac",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:69,2011_69.jpg
10682,"Lę, An-My","29 Palms: Small Convoy Attack",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:70,2011_70.jpg
10683,"Lę, An-My","29 Palms: Security and Stability Operations, Marines",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:71,2011_71.jpg
10684,"Lę, An-My","29 Palms: Rocket-Propelled Grenade Ambush",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:72,2011_72.jpg
10685,"Lę, An-My","29 Palms: Embassy Reinforcement I",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:73,2011_73.jpg
10686,"Lę, An-My","29 Palms: Embassy Reinforcement II",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:74,2011_74.jpg
10687,"Lę, An-My","29 Palms: Corporal Hoepper",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:75,2011_75.jpg
10688,"Lę, An-My","29 Palms: Security and Stability Operations, Graffiti I",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:76,2011_76.jpg
10689,"Lę, An-My","29 Palms: Embassy Medevac",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:77,2011_77.jpg
10690,"Lę, An-My","29 Palms: Night Operations IV",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:78,2011_78.jpg
10691,"Lę, An-My","29 Palms: Combat Services Operations II",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:79,2011_79.jpg
10692,"Lę, An-My","29 Palms: Force Recon",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:81,2011_81.jpg
10693,"Shen, Wei","Roberta and Paris, from the Almost Naked portfolio",2004,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.10,2010_53_10.jpg
10694,"Shen, Wei","Jamie, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.11,2010_53_11.jpg
10695,"Shen, Wei","Dan T, from the Almost Naked portfolio",2008,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.12,2010_53_12.jpg
10696,"Shen, Wei","Jen, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.13,2010_53_13.jpg
10697,"Shen, Wei","Monica, from the Almost Naked portfolio",2004,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.14,2010_53_14.jpg
10698,"Shen, Wei","Calvin, from the Almost Naked portfolio",2004,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.15,2010_53_15.jpg
10699,"Shen, Wei","Julie, from the Almost Naked portfolio",2005,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.16,2010_53_16.jpg
10700,"Shen, Wei","Gary, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.17,2010_53_17.jpg
10701,"Shen, Wei","Peach, from the Almost Naked portfolio",2007,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.18,2010_53_18.jpg
10702,"Shen, Wei","Jody, from the Almost Naked portfolio",2003,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.19,2010_53_19.jpg
10703,"Shen, Wei","Matt and Emily, from the Almost Naked portfolio",2003,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.20,2010_53_20.jpg
10704,"Shen, Wei","Dan, from the Almost Naked portfolio",2007,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.21,2010_53_21.jpg
10705,"Shen, Wei","Hyramd, from the Almost Naked portfolio",2005,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.22,2010_53_22.jpg
10706,"Shen, Wei","Lori, from the Almost Naked portfolio",2008,"Offset print","image: 8 7/8 in x 7 1/16 in; paper: 10 in x 7 1/2 in",2010:53.23,2010_53_23.jpg
10707,"Shen, Wei","John, from the Almost Naked portfolio",2004,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.24,2010_53_24.jpg
10708,"Shen, Wei","Jake, from the Almost Naked portfolio",2006,"Offset print","image: 7 1/16 in x 8 7/8 in; paper: 7 1/2 in x 10 in",2010:53.25,2010_53_25.jpg
10709,"Shen, Wei","Almost Naked portfolio",2003-2008,Portfolio,,2010:53,2010_53.jpg
10710,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.9,2010_55_9.jpg
10711,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.10,2010_55_10.jpg
10712,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.11,2010_55_11.jpg
10713,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph",,2010:55.12,2010_55_12.jpg
10714,"Porter, Merle","London Bridge, Lake Havasu City, Arizona, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:5,S2010_5.jpg
10715,"Ruth, C.H.","Untitled, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:6,S2010_6.jpg
10716,"Ruth, C.H.","Untitled, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:6,S2010_6.jpg
10717,"Dewfir, Frank","The Slim Princess, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:7,S2010_7.jpg
10718,"Dewfir, Frank","The Slim Princess, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:7,S2010_7.jpg
10719,"Porter, Merle","Carson City, Nevada, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:8,S2010_8.jpg
10720,"Porter, Merle","Coloma, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:9,S2010_9.jpg
10721,"Fink, Larry","Wedding, Count Oslin","October 1978; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2012:57,2012_57.jpg
10722,"Fink, Larry","Pat Sabatine's Twelfth Birthday Party","May 1981; printed 1983","Gelatin silver print","image: 14 in x 14 in; paper/board: 20 in x 16 in",2011:387,2011_387.jpg
10723,"Fink, Larry","Pat Sabatine and Big Stuff","August 1977; printed 1983","Gelatin silver print","image: 13 7/8 in x 14 1/8 in; paper/board: 20 in x 16 in",2012:58,2012_58.jpg
10724,"Fink, Larry","Pat Sabatine's Eleventh Birthday Party","April 1980; printed 1983","Gelatin silver print","image: 13 3/4 in x 14 15/16 in; paper/board: 20 in x 16 in",2012:59,2012_59.jpg
10725,"Heyman, Ken",Newark,1969,"Gelatin silver print","image/paper: 8 7/8 in x 13 5/8 in; mat: 16 in x 20 in",2012:60,2012_60.jpg
10726,"Heyman, Ken","Newark, Drug Rehab Center",1969,"Gelatin silver print","image/paper: 14 in x 9 1/2 in; mat: 20 in x 16 in",2012:61,2012_61.jpg
10727,"Heyman, Ken",Newark,1969,"Gelatin silver print","image/paper: 9 1/8 in x 13 5/8 in; mat: 16 in x 20 in",2011:388,2011_388.jpg
10728,"Heyman, Ken",Newark,1973,"Gelatin silver print","image/paper: 14 in x 9 1/8 in; mat: 20 in x 16 in",2011:389,2011_389.jpg
10729,"Dovydenas, Jonas","Two Women, Miami",1974,"Gelatin silver print","paper: 20 in x 16 in",1989:119,1989_119.jpg
10730,"Lę, An-My","29 Palms: Captain Folsom",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:82,2011_82.jpg
10731,"Lę, An-My","29 Palms: Infantry Platoon, Retreat",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:83,2011_83.jpg
10732,"Lę, An-My","29 Palms: Infantry Platoon, Camp",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:84,2011_84.jpg
10733,"Lę, An-My","29 Palms: Infantry Platoon, Alpha Company",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:85,2011_85.jpg
10734,"Lę, An-My","29 Palms: Infantry Officers' Brief",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:86,2011_86.jpg
10735,"Lę, An-My","29 Palms: Infantry Platoon Attack",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:87,2011_87.jpg
10736,"Lę, An-My","29 Palms: Colonel Greenwood",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:88,2011_88.jpg
10737,"Lę, An-My","29 Palms: Explosive Ordinance Disposal",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:89,2011_89.jpg
10738,"Lę, An-My","29 Palms: LCAC (Landing Craft Air-Cushioned)",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:90,2011_90.jpg
10739,"Lę, An-My","29 Palms: Combat Support Service Operations I",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:91,2011_91.jpg
10740,"Lę, An-My","29 Palms: Security and Stability Operations, George Air Force Base",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:92,2011_92.jpg
10741,"Lę, An-My","29 Palms: Combat Operations Center Guard",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:93,2011_93.jpg
10742,"Lę, An-My","29 Palms: Infantry Platoon (machine gunners)",2003-2004,"Gelatin silver print","frame: 38 1/2 in x 27 in x 1 1/2 in; image: 37 1/2 in x 26 in",2011:94,2011_94.jpg
10743,"Geissler, Beate and Sann, Oliver","the real estate #11",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:15,2010_15.jpg
10744,"Geissler, Beate and Sann, Oliver","the real estate #11",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:15,2010_15.jpg
10745,"Geissler, Beate and Sann, Oliver","the real estate #11",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:15,2010_15.jpg
10746,"Geissler, Beate and Sann, Oliver","the real estate #12",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:16,2010_16.jpg
10747,"Geissler, Beate and Sann, Oliver","the real estate #12",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:16,2010_16.jpg
10748,"Geissler, Beate and Sann, Oliver","the real estate #12",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:16,2010_16.jpg
10749,"Geissler, Beate and Sann, Oliver","the real estate #13",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:17,2010_17.jpg
10750,"Geissler, Beate and Sann, Oliver","the real estate #13",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:17,2010_17.jpg
10751,"Geissler, Beate and Sann, Oliver","the real estate #13",2008-09,"Inkjet print","frame: 32 1/8 in x 40 in",2010:17,2010_17.jpg
10752,"Porter, Merle","Main Street, Lone Pine, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:10,S2010_10.jpg
10753,"Porter, Merle","California Coast, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:11,S2010_11.jpg
10754,"Porter, Merle","Pacific Coast, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 3 1/2 in x 5 1/2 in",S2010:12,S2010_12.jpg
